Name,S01,S02,S03,S04,S05,S06,S07,S08,S09,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,S21,S22,S23,S24
VPS36,30.7097,18.9145,33.282,33.0436,36.9926,32.9463,27.0155,27.0462,25.1598,30.1203,30.3389,28.2795,26.3629,27.7831,30.7705,29.5016,30.5674,41.6785,33.8316,32.1164,27.2334,29.675,28.3323,30.5807
ATR2,3.46043,4.82044,4.60966,4.31565,5.42274,5.32947,4.17209,3.43783,4.1475,4.39629,6.13573,4.05149,4.9967,4.72853,4.99072,5.014,4.33861,4.48328,4.74294,4.35062,3.27587,3.40339,2.04965,2.73171
GTT2,28.5962,20.5828,39.2392,39.7246,34.4214,36.6451,29.697,28.4678,31.3799,30.2064,31.1612,26.2984,38.4864,27.8932,31.4897,31.1158,26.8231,36.0958,22.1754,21.8901,34.1984,23.8479,27.2068,31.8416
RQC1,73.2428,77.7953,74.1785,74.0128,56.7146,66.5051,74.4665,71.1311,60.7218,52.5017,74.6649,67.0233,51.3599,55.088,71.1243,69.0636,81.2938,57.5509,52.9039,56.666,61.9653,59.014,76.0242,72.7383
GPI8,115.564,82.8478,82.9252,87.9757,97.8264,92.9308,106.451,127.1,86.3868,109.48,90.1034,113.414,94.5275,117.951,106.323,104.087,108.913,89.7014,136.495,97.741,103.624,116.16,99.8311,132.865
NUP145,61.8478,54.9717,54.4494,63.3517,53.5149,60.5125,58.8072,56.6649,39.2084,53.2908,64.5333,66.6188,55.3162,55.3882,59.5354,67.452,67.6406,63.5844,59.1925,64.8729,68.7185,58.7507,66.7892,61.4259
SNX4,131.09,146.457,128.409,138.842,113.479,155.783,116.307,125.492,97.3557,103.341,110.463,106.928,126.772,128.583,130.297,143.05,125.582,123.095,111.533,83.8875,103.088,112.175,94.1696,123.624
EXO1,43.6937,42.9267,35.5294,52.0906,48.8541,48.498,34.6965,46.5433,37.8447,34.4613,42.9405,32.3596,38.6234,42.205,47.3757,50.4361,49.8115,50.3834,53.1934,40.659,38.6866,40.8296,43.9115,46.1363
UBX5,58.4463,50.3722,54.958,45.3887,63.3662,62.4592,64.8223,63.712,62.5325,41.1202,51.2053,36.3745,69.4365,53.8614,64.6636,60.9986,68.7239,55.1421,62.5646,50.0725,60.6789,49.7061,44.1486,64.2105
SWA2,46.3202,50.0355,45.471,51.6921,43.1511,41.1421,51.7378,48.8257,34.4518,35.5829,32.3449,26.308,45.6582,29.5485,45.1077,45.2062,40.5027,33.2099,36.5844,38.8528,38.6616,47.8088,40.0679,37.5762
HIM1,3.03312,3.04728,2.40957,3.16064,2.86519,2.62815,2.81931,3.33005,2.5598,2.53978,2.53331,4.01931,2.65435,2.50689,2.26959,3.83168,4.87533,1.91329,2.5102,3.30104,3.89942,4.41678,2.79175,2.28642
PRE4,439.433,423.409,442.995,442.031,519.084,372.319,375.437,305.808,408.725,414.824,388.743,424.148,497.386,265.081,428.375,473.812,442.995,353.853,299.0,355.375,492.357,367.111,407.634,474.851
YEL008W,2.83898,2.87606,5.78185,4.94069,5.47201,5.26011,2.86048,3.99649,1.7508,10.5478,4.02784,4.39614,1.96788,1.24602,2.34999,2.42547,2.79623,5.68309,5.83506,2.52705,3.92399,7.59276,2.7257,1.54119
COG8,41.2626,37.907,51.1156,54.9445,56.7148,49.5425,48.7519,61.3013,48.3942,39.8922,48.5964,56.0512,56.138,59.6792,51.3613,50.8193,50.6294,38.4567,48.4738,38.8119,55.9506,53.8882,61.5288,42.1103
ERV15,172.115,68.9455,116.62,193.795,172.439,218.197,229.419,180.899,121.158,143.232,135.573,312.893,130.849,175.939,162.66,116.162,135.558,122.142,289.391,143.332,169.144,131.126,75.2334,214.603
CSF1,15.4531,13.2382,12.5482,12.7909,12.3987,14.068,14.3372,14.3616,12.6181,11.723,11.2798,15.631,12.2503,10.9899,13.5185,12.132,14.6271,13.4028,14.7216,13.7792,12.8773,13.6171,13.7879,15.4369
YNL190W,293.389,210.73,225.007,310.274,235.763,250.275,236.762,191.498,261.141,281.939,319.155,203.067,309.862,220.593,241.973,287.863,283.725,221.601,286.533,322.355,194.956,245.809,292.746,266.285
SWT21,18.2629,19.3218,21.6821,28.2345,20.7996,20.7638,18.8684,13.8957,13.2824,20.4745,18.3631,18.8031,16.9431,17.9439,18.0251,17.8835,25.1183,20.4839,22.658,16.6774,16.6307,16.354,17.3254,17.1768
FOL1,56.3784,49.1615,58.7631,61.6167,68.2985,45.6398,61.5099,53.0468,47.5565,58.153,57.3123,52.5792,43.3408,39.7607,58.6529,55.8557,64.6503,55.904,58.5198,68.6151,61.2139,51.0286,50.9576,75.5199
ERO1,191.615,141.453,160.903,160.891,162.984,172.524,175.626,220.939,170.34,158.786,149.813,166.787,203.556,175.126,192.216,205.948,200.308,212.644,208.156,236.162,176.347,185.153,197.86,224.988
MNE1,31.2915,33.9449,27.0865,36.4229,27.7558,32.3821,34.6577,30.9993,25.7522,27.1763,34.1417,32.8411,31.0122,29.3366,25.4824,24.2139,39.7648,23.3497,30.3539,24.6152,29.3541,26.6449,20.6066,28.9855
IPI3,39.2625,39.8473,33.2601,31.0386,24.2215,33.1938,32.6198,32.7644,32.0429,29.0031,32.3994,26.2849,31.9582,35.4537,32.1165,38.6032,46.7997,51.606,61.4061,75.4974,44.5409,54.1264,40.8461,62.8852
PBR1,73.1202,57.6266,84.9622,111.582,62.2928,83.4851,73.4628,84.9842,75.7403,87.7115,82.191,86.1253,49.33,51.4804,78.3415,94.9963,95.5893,73.9138,84.4552,81.0269,77.9271,91.6161,89.4298,87.162
RPS3,2040.47,2310.58,2337.94,1319.77,1645.6,1555.32,1758.18,2168.5,2740.39,2236.75,2629.48,2164.43,2288.69,2196.88,2104.06,2012.76,2090.69,2255.91,2317.08,2504.14,2019.68,2236.52,1811.46,1796.34
MRPL22,131.659,107.474,98.5946,150.606,149.166,146.969,103.226,124.91,125.404,118.874,129.819,159.021,134.529,137.147,140.396,136.182,136.257,178.974,172.564,157.12,113.555,192.72,122.325,150.077
KTR1,358.758,397.196,363.979,370.618,354.955,345.558,360.456,322.826,361.887,365.597,397.772,428.05,476.035,353.601,419.62,406.821,326.013,389.688,382.816,330.059,377.56,404.181,465.163,317.115
APC1,19.271,15.8449,17.2436,22.7748,20.1736,19.6593,16.1101,20.8376,14.2611,14.2419,14.8658,16.6101,17.1603,13.722,16.3394,17.2857,19.7727,16.4693,18.2397,16.2798,17.434,18.3589,17.7124,19.3111
ORC3,23.6791,23.5195,21.4241,26.8541,15.7477,21.8131,20.7793,26.2029,22.1397,19.6737,21.3846,24.8842,18.1355,22.4092,19.8949,18.8315,24.5306,21.3001,21.4108,24.4957,25.0862,22.8509,23.4211,25.5392
LTE1,14.2126,11.2321,12.5897,17.0996,14.0989,12.7449,12.7386,14.9165,12.3234,12.1891,13.959,17.4378,11.6943,11.2998,14.2369,13.4126,13.8609,14.3471,15.0852,11.9686,13.3973,13.4395,13.0044,15.0084
GUD1,37.0374,35.5739,34.3027,35.9438,50.5184,35.0967,32.5031,34.1425,24.6194,32.3322,28.483,24.4819,31.2237,27.1225,35.4353,33.0842,32.4423,26.3389,27.0714,17.9244,28.4652,31.3825,22.8173,23.4083
TRM1,39.4226,40.4011,23.137,28.6557,21.2377,31.7388,29.4701,29.3356,24.5892,33.8142,29.9642,28.9217,27.0298,29.1901,36.9782,26.3923,40.3543,53.5035,58.6557,69.1675,40.2329,50.7931,43.8983,51.2519
GOS1,87.8209,89.3179,87.3803,81.92,94.8524,74.1904,73.5555,72.2363,46.739,76.7581,91.238,69.8328,74.3156,73.6161,72.275,88.52,83.8233,85.1508,77.0345,70.6996,63.2022,92.435,44.1108,66.6951
BNI5,60.9377,54.1102,63.8832,73.0192,65.7188,62.6429,60.9801,67.4256,68.156,74.6631,60.8693,65.8686,61.9488,67.2031,70.3797,76.3778,91.1137,72.3969,62.2152,65.088,77.4062,89.0959,75.9232,66.7842
KEL2,35.3256,34.0413,30.0603,31.7912,28.0284,35.8396,32.8553,30.8289,31.0749,32.976,26.9573,27.0533,28.7142,25.7144,32.0318,26.8895,36.0573,35.9851,29.2467,25.7585,35.5134,37.6403,36.5343,22.5592
DIP2,52.4048,54.7287,54.5008,53.8327,52.9947,51.6277,48.8334,46.8617,54.408,47.3525,48.3795,58.8534,49.0943,53.0598,49.336,52.8234,66.9395,52.9731,64.7197,72.929,50.6939,61.8778,73.5474,62.61
YGP1,1113.72,1181.68,1774.79,1468.76,2271.88,995.823,1322.4,1193.6,1347.4,1341.03,1291.06,979.577,1147.28,1095.56,1174.66,1203.34,1153.33,996.278,749.19,629.485,803.195,547.414,763.331,740.564
SRC1,76.2632,68.8469,57.6447,80.9806,70.2409,82.4067,70.3808,68.3409,68.0789,64.0471,54.6401,59.1048,62.3754,69.1367,76.2958,80.5467,80.7217,76.5755,79.4335,61.973,61.3012,76.0275,71.9223,74.3599
INN1,30.0523,23.8523,31.8833,41.349,29.6373,37.1189,28.8242,29.527,31.4214,40.7415,31.6243,27.9699,33.2731,33.445,31.3102,34.4646,42.1125,41.0672,37.8783,38.5847,34.5137,42.3695,28.5988,30.6118
PGA2,122.217,169.532,138.399,188.372,113.971,169.983,98.5921,211.171,98.2767,195.551,148.928,200.382,215.727,106.102,143.134,125.118,155.014,122.643,269.48,114.408,192.977,216.975,81.8881,81.2083
YNL144C,99.2512,115.497,84.9117,108.913,109.962,115.492,85.3837,72.254,54.9785,97.22,67.964,97.1575,80.5776,82.8669,90.7211,104.434,95.5375,94.4458,90.6579,71.3037,80.2645,77.1547,79.129,88.9174
YNL143C,20.1102,35.6024,34.0597,20.6755,16.0135,5.69472,19.0978,7.49792,34.0637,4.74768,24.2723,88.9961,49.2997,16.4567,44.7232,35.5999,2.09462,21.346,6.23778,12.3096,8.97012,37.9833,118.209,3.21136
AAH1,40.6242,40.3295,29.2258,23.2896,20.1932,23.9856,24.0698,22.3952,24.5393,27.4904,24.7342,22.1847,28.6299,33.1173,29.5959,39.3737,50.0678,64.8952,69.8936,138.852,48.0291,44.8254,65.7863,56.9946
RSR1,110.827,101.934,65.7963,124.231,88.4999,110.761,96.1842,117.149,83.5358,71.2679,79.3251,161.063,103.239,118.564,110.594,118.43,121.515,118.923,128.44,94.8511,98.4771,120.652,89.2215,135.496
EAF7,52.8154,47.1821,52.3326,68.1017,64.6965,63.7215,41.5373,50.884,39.8367,48.2242,42.9934,51.3662,50.9905,58.9713,53.5241,60.7569,57.3577,39.9145,47.1627,34.3579,47.8328,59.3489,47.8548,49.0124
PAM1,160.483,125.897,158.177,191.212,160.908,188.807,165.933,167.588,148.082,137.028,135.939,142.692,143.63,133.466,171.998,173.545,159.742,185.716,153.33,123.537,148.008,155.527,129.788,160.073
CPT1,196.936,174.934,225.156,193.567,186.798,227.659,194.913,193.129,206.14,176.549,184.937,257.041,208.305,186.888,238.685,191.353,252.434,236.572,197.664,249.314,197.155,247.79,156.566,266.401
MRS2,26.7409,24.6925,23.7467,25.57,29.1962,26.2976,27.3035,34.4946,23.2013,27.5206,27.441,33.8619,21.0262,19.0998,23.9562,27.9725,26.0053,32.3283,28.0657,24.0751,27.9531,26.5755,17.3228,27.3483
NRK1,104.125,64.8925,75.5971,158.041,90.7271,93.9029,83.4219,132.405,92.4929,72.2505,97.9918,146.244,92.7663,91.5575,74.6051,98.206,102.453,87.6157,88.8398,104.51,104.833,114.823,88.2354,111.451
SPC72,16.9172,15.8025,14.1355,16.1281,21.2564,18.5385,16.5604,19.5282,15.27,15.8343,13.8727,16.8464,14.4266,13.332,19.0025,17.4213,19.7692,11.495,14.4245,14.1345,18.7194,17.8712,16.8555,19.4771
PRP28,16.8252,16.8924,8.6051,17.3713,15.4441,13.9726,17.0132,15.7436,12.2319,14.2431,17.0994,18.1275,14.4619,17.4162,20.4736,13.0166,17.0261,14.9507,14.5128,14.9183,16.4691,15.7434,18.2292,17.5393
TEP1,3.2225,3.96102,3.92793,4.1522,2.45007,3.95207,3.76865,2.37653,2.24419,3.61166,4.20715,3.61653,3.72236,3.3817,2.95229,2.84663,3.47769,3.11091,2.61892,4.02183,2.72927,2.50023,1.97637,3.51472
DPC25,25.4526,32.916,32.4936,29.219,20.3149,37.707,20.8883,25.9222,20.4868,23.4406,27.0597,34.5232,41.3922,20.0115,27.2598,39.114,29.7999,26.0411,30.2918,28.7691,24.4906,34.1198,29.3622,43.9458
FAR11,45.3199,47.6282,48.9928,38.2618,52.0565,50.7711,47.229,43.6792,42.2798,43.5229,41.9271,52.7302,40.5673,43.4269,43.0676,44.6403,49.3589,42.5298,41.7513,32.4153,42.8832,37.5772,46.558,45.0759
ITC1,28.0839,32.2056,26.3054,32.8564,35.1973,32.4776,22.8737,27.7007,29.7396,25.0617,25.53,36.1301,28.8989,24.9269,28.5748,31.3084,36.6905,27.8926,30.1734,22.5025,26.3424,36.6433,31.3028,24.6194
COQ5,511.544,475.442,524.541,653.472,620.886,613.331,671.005,621.574,613.731,485.64,573.2,549.866,543.36,489.392,434.615,486.292,499.439,429.275,416.948,383.292,461.864,449.845,478.163,398.847
CTL1,44.0781,38.9377,30.8137,31.8751,36.3541,45.1784,38.5847,41.9762,31.2423,44.0311,39.3388,44.5035,33.1962,39.7487,34.1889,48.9272,45.6192,26.256,51.1043,47.6711,44.7743,42.0115,34.6253,47.2906
YKE4,60.1425,104.353,103.622,107.221,78.8983,30.1755,104.824,69.5368,75.2114,87.2791,125.756,74.1144,94.5506,85.4051,103.61,63.6206,99.9121,96.6597,116.139,64.7411,94.9985,57.4951,94.6338,99.6604
YNL115C,104.335,65.388,139.119,114.321,142.897,125.959,121.532,96.9436,94.1456,119.35,101.211,111.576,134.124,89.3428,94.1394,94.2867,94.4568,90.0364,85.242,65.5474,92.6417,79.0629,79.961,74.9983
LAS17,39.6029,51.3647,38.03,33.3589,44.6091,34.2629,43.6036,30.241,23.2742,41.948,34.7576,24.3013,36.853,34.0634,27.5073,40.2229,46.6531,35.8162,52.3559,42.719,34.5862,28.9928,28.1466,33.0138
OMA1,67.2404,49.5349,49.6137,46.371,43.1497,50.9139,46.711,50.9505,48.7545,45.9679,31.1732,33.7719,34.6922,59.7051,40.3583,50.7548,61.8734,42.3163,53.604,50.7205,50.7186,57.2015,43.5137,78.3811
MIC27,229.83,279.582,193.273,186.277,195.534,151.62,183.981,181.869,227.358,229.534,171.316,179.616,203.867,229.58,199.142,239.336,176.317,159.703,171.665,190.022,221.471,114.394,214.376,339.093
NUP57,107.93,96.3666,100.087,117.689,84.0279,102.293,78.0114,74.5654,65.9128,62.3659,85.5655,68.9884,81.1206,80.3288,91.5965,76.4609,99.4131,92.3454,87.5208,76.3524,93.5428,72.7104,72.1275,92.7814
SLA1,79.8441,53.2718,91.3312,99.3532,89.4269,86.8314,99.3992,97.2592,92.171,95.8534,80.3536,65.6428,70.8852,91.315,88.058,75.0714,100.976,98.2533,86.3262,80.7952,67.911,66.1723,83.717,75.0016
RGD3,14.0355,15.4673,14.34,20.7611,16.5971,19.0535,17.8259,12.8546,17.7671,13.3736,14.1516,13.8384,15.7621,14.8632,15.0162,16.6884,19.9749,17.0466,16.8529,16.2357,14.4328,13.7347,13.1277,13.4719
YDR248C,91.7954,96.472,58.0283,112.032,90.3765,104.161,119.374,93.7149,71.698,72.7304,73.5785,110.373,103.545,79.7917,91.9528,99.4226,73.858,69.679,69.6802,58.8543,86.8747,118.99,82.1073,114.522
HIR1,16.2363,22.8752,19.1882,19.7442,16.7577,18.277,18.1377,16.3004,19.2605,15.6043,20.6487,19.3901,17.0431,19.3723,19.4235,19.0203,22.1747,23.5374,24.0147,21.5568,20.6384,21.2844,21.7394,20.3813
RRN6,15.8626,17.4111,14.0126,12.269,14.585,15.3363,13.4177,15.3524,15.7357,12.4921,14.2972,18.358,13.2084,10.0573,13.5383,15.3654,19.3561,15.0501,16.1982,16.3848,13.5529,19.9791,15.6964,17.0718
GTF1,42.5657,39.1996,33.3141,28.6613,29.7647,33.3235,55.9616,35.3803,29.5764,26.2943,36.3551,32.6912,26.1841,43.0758,51.2846,41.5804,42.4169,32.4964,35.7695,40.4263,51.1245,35.291,33.2605,40.9711
MCM2,28.6537,32.6687,31.5164,31.9676,27.8261,35.6315,28.4812,33.5022,37.4484,32.1209,30.1884,38.7995,30.1687,30.7948,27.7018,31.0875,40.8747,35.6648,40.8381,32.8904,40.4055,39.0858,33.6915,35.8407
NCL1,69.5636,65.2763,62.1963,74.7737,62.3253,68.8952,67.1608,67.2326,62.5186,56.1987,75.4767,69.2321,73.0491,73.0483,76.0193,72.9216,86.2187,95.1226,104.192,133.807,87.465,92.9222,105.625,88.0614
RAD5,21.3294,24.1775,22.4175,28.655,20.1053,19.6576,22.6307,22.6812,22.1374,23.1051,21.9886,23.1807,20.6083,18.9485,22.2795,25.1259,22.6629,21.7256,24.7438,22.8452,26.518,21.2086,24.2487,23.9684
RRN10,60.4716,49.1443,49.5103,31.7536,55.9763,44.3648,27.7027,41.6602,57.721,34.0362,47.225,64.2432,39.028,32.0309,47.1802,49.1787,42.8379,56.3169,71.2158,39.0898,42.7992,48.8787,54.3226,45.7462
SDL1,29.8846,15.6245,25.81,32.6908,24.9066,26.3569,21.2081,17.7304,19.0373,23.8816,22.7994,26.5391,25.6772,24.1506,22.354,23.441,22.5265,24.8025,17.8313,20.4504,33.0641,16.0523,29.9423,24.9486
SPS19,9.10132,8.34085,9.04215,7.81114,6.59915,8.17885,9.60396,7.22621,5.86184,6.4049,6.07882,5.23996,9.02097,5.435,7.76589,8.06234,6.78966,7.81598,5.73443,5.91453,9.57729,6.12337,4.42797,5.5096
LDB7,175.416,158.693,168.729,131.367,141.262,192.146,139.3,91.9714,145.68,161.421,112.275,130.203,155.112,131.668,161.582,147.414,115.963,198.07,148.002,132.272,173.493,172.949,88.3908,147.936
ATP23,23.1993,24.8883,20.4533,16.5999,25.9662,32.3244,22.835,26.6314,26.2562,25.3728,27.292,27.2347,27.2671,23.687,26.5792,31.8973,32.5991,37.346,32.4896,32.1789,34.8577,44.7895,25.2062,40.9089
SPO13,2.52422,2.75667,2.1001,1.87522,2.15608,2.05913,2.19887,2.79152,2.01781,4.15923,1.66511,2.29683,2.14256,2.86403,2.30834,2.41893,5.07391,2.99278,1.69811,2.76611,2.09014,2.4676,2.35928,2.46487
DCK1,24.9356,23.5381,22.5364,27.0011,25.5558,26.3646,23.5886,23.8896,20.5159,21.4668,20.2228,22.3844,22.6513,21.4584,20.1834,24.3469,23.0986,20.3979,22.3337,21.0147,20.3928,19.8386,19.5951,21.8089
RMD1,36.4179,31.8402,27.8141,34.8936,24.5532,25.8622,28.971,30.0542,41.6083,31.715,28.0959,38.337,29.0934,27.9298,34.1485,28.0409,26.2889,30.219,27.5575,29.7682,29.2257,25.3611,39.5459,38.3087
SED1,1423.26,1143.33,1092.78,1160.7,922.856,987.482,1373.75,1320.69,2308.98,1525.92,1589.3,648.22,1444.55,1290.98,1596.93,493.299,1942.08,1066.28,1103.26,1920.02,837.901,606.484,669.361,1167.65
POL12,27.0462,23.8917,26.8212,34.5561,30.5151,23.4557,28.8281,23.731,26.1798,23.9705,25.5242,27.5244,25.5632,25.8062,29.731,29.0935,35.4008,28.9863,32.4503,34.3943,36.3717,34.9543,30.4597,24.8467
YNL017C,0.61675,0.615929,0.848182,0.411554,0.616053,0.34928,0.300962,0.305788,0.899821,0.620447,0.605028,0.324786,0.133881,0.68565,0.297048,1.66191,0.672891,0.372127,0.386961,0.160737,0.385483,0.393864,0.594647,0.574425
KIP3,17.2489,17.9542,21.7109,18.42,16.0801,20.3112,17.3318,18.0558,14.1151,15.439,16.1295,18.5297,15.3203,20.3093,18.532,19.5177,21.2802,21.0605,18.1123,23.0563,17.8134,16.1359,21.5574,20.7319
CPD1,84.5702,69.4993,119.412,88.4668,104.102,93.9695,75.0135,69.1092,58.8536,102.329,76.1505,122.433,90.2554,90.3602,97.9482,90.5522,89.5739,114.43,79.6788,114.518,131.647,80.8376,107.117,100.679
MRPL16,119.128,99.0847,71.6295,113.448,91.7705,79.8396,96.0561,84.4138,93.0088,59.821,74.008,63.9446,98.1101,85.9659,105.52,102.667,83.0027,110.651,113.772,98.0942,85.5872,118.737,96.3955,128.167
OM45,256.331,265.241,233.212,207.912,378.144,330.42,203.781,181.229,165.705,240.694,211.151,150.989,304.884,319.168,295.666,288.745,215.614,233.892,220.791,177.574,202.061,201.922,143.403,162.44
MDY2,99.3149,161.409,79.7118,110.805,90.8107,91.9437,118.215,100.517,124.149,64.5553,88.8478,88.0187,93.6782,118.471,102.521,117.128,102.22,99.9691,97.7634,99.0563,98.9337,81.5721,86.8029,79.3329
FUI1,156.474,167.103,163.937,167.87,158.374,177.324,174.022,160.655,152.88,174.208,161.473,139.188,165.364,181.556,144.998,153.094,197.541,200.964,238.564,213.478,166.473,209.576,171.148,221.059
YBL044W,0.526054,0.692837,0.25844,0.592152,0.408757,0.570686,0.316981,0.0,0.882325,0.547756,0.729015,0.483112,0.642907,0.476926,2.08906,0.0,0.171415,0.351214,0.0,0.198707,0.800472,0.749247,1.1924,0.93854
CFD1,25.1975,22.2325,26.9023,28.4708,31.4676,32.5795,22.8971,27.4081,24.2525,34.3844,27.2197,36.5952,30.5563,23.4044,30.9419,25.8333,25.8086,35.5878,32.5561,34.4283,44.2671,38.4534,24.4839,35.0293
ARB1,144.569,135.456,130.444,141.249,136.261,175.803,154.503,185.474,141.963,178.787,174.186,159.925,161.702,198.749,177.219,181.744,184.066,251.412,232.688,267.836,269.796,240.599,265.678,240.893
GIS1,69.72,70.685,66.4736,73.9926,54.9518,57.1941,52.3766,54.3765,36.3477,49.0736,58.7447,55.7103,74.752,65.0003,66.5296,73.9796,75.2317,86.4669,58.2505,66.2278,67.4286,57.144,67.1333,83.2137
EDE1,125.146,140.261,125.367,136.755,137.728,133.124,149.981,125.4,119.411,125.58,115.25,106.527,114.475,123.174,141.194,128.515,153.263,140.192,122.352,107.046,127.886,133.154,120.387,124.839
MOH1,126.799,81.7387,61.8707,66.7165,112.957,106.275,45.6287,81.5359,65.7661,71.1696,88.0168,68.5086,72.0374,40.3118,64.4602,73.7074,48.1136,40.3528,43.0045,22.9202,49.1674,24.2031,50.2665,45.2703
YPR003C,53.0781,53.943,45.4978,62.0023,67.5574,54.7863,49.155,56.0343,42.0565,49.6751,35.1501,49.8945,39.5962,45.1488,46.9439,42.0671,65.8474,60.305,46.8534,41.0327,32.9721,47.117,39.3663,56.7329
SEC17,274.084,231.755,225.139,318.915,236.365,293.376,208.843,273.057,183.285,232.405,241.661,350.516,169.791,189.06,297.696,294.48,222.583,228.538,229.398,149.999,280.336,248.877,184.102,238.772
SHP1,135.724,159.856,174.793,134.637,152.898,120.542,108.97,156.243,129.837,171.215,150.047,147.0,118.894,173.342,167.607,155.101,184.494,151.575,167.15,149.498,143.14,160.139,127.279,161.765
YGR126W,35.1315,18.777,33.7326,33.3163,36.6591,35.518,26.2726,34.2189,38.1442,28.8453,26.6537,30.407,30.5001,27.2954,25.7629,33.3597,31.24,32.4381,34.8699,28.3154,24.5328,28.5398,32.5421,24.1828
SSA3,66.7943,58.2823,67.1896,73.6319,65.5323,60.5623,48.6515,41.2082,45.2065,47.1105,45.8764,50.6303,52.2686,48.6267,50.6305,52.9417,44.4646,40.3048,40.1304,30.9796,44.1144,28.2734,32.7193,36.4809
YBL081W,24.3682,15.3477,14.3189,14.0155,12.097,15.3048,16.1396,19.969,19.0473,12.2836,16.0732,17.3325,15.4844,15.8529,19.9532,16.5491,31.0363,23.4843,28.8273,30.8723,15.5642,21.6022,17.1381,16.0845
YEL023C,14.3338,14.3103,14.4076,18.7205,18.5862,14.394,16.9271,17.4048,12.2682,14.4035,12.8652,18.5332,14.1578,12.7391,16.0092,14.6397,16.2772,12.9642,14.3936,12.3667,13.8185,13.2327,14.4829,13.0384
COQ1,119.254,145.279,121.555,117.092,137.996,101.115,111.228,106.105,124.458,122.9,123.091,123.226,140.038,145.61,156.545,162.931,126.687,126.735,129.585,148.197,104.866,165.046,125.136,172.313
AVT5,65.5786,35.059,45.679,42.9013,40.4791,44.1262,29.6475,39.8503,43.362,45.4069,53.0117,41.1842,41.0209,49.5324,42.4945,39.6418,47.6993,58.2833,52.2916,47.4075,30.9131,42.0588,50.13,49.2883
PDR15,21.4671,27.0578,19.3626,19.2911,19.2162,20.2821,21.7408,18.537,19.2889,23.3817,16.631,15.1163,17.9873,19.4287,21.055,13.2625,19.4126,21.4498,19.0451,17.9476,19.5217,13.5939,16.5281,17.8145
GIT1,269.836,150.403,209.66,244.449,263.224,315.211,338.181,382.772,273.209,259.144,263.185,313.966,282.85,358.904,375.957,334.067,230.43,278.687,262.438,292.946,271.488,374.139,327.345,299.762
MAP2,264.901,177.513,236.187,287.606,299.352,271.585,214.953,212.896,255.283,302.697,199.655,181.817,271.465,235.045,221.235,240.14,246.081,213.813,248.59,184.873,271.783,215.815,230.422,233.174
ULS1,31.1923,31.2133,30.5863,37.991,30.9052,37.7349,26.4012,29.3864,28.1196,26.0116,25.6343,34.1961,29.4583,27.8851,30.3732,26.7689,31.7489,30.1251,27.6902,21.3289,30.7518,27.1531,29.0589,28.4073
GSP2,251.727,186.168,216.161,205.093,239.319,165.939,240.713,233.31,177.364,212.971,194.775,140.885,198.74,177.595,151.398,207.727,133.718,149.291,127.168,124.746,104.841,121.199,115.805,157.931
ZRG8,17.139,13.7774,18.3298,22.8108,27.2548,23.2756,18.4414,19.4008,21.5094,19.1093,17.9791,14.1057,20.5011,18.213,24.6026,20.9282,22.0406,19.0256,14.1938,15.0362,13.6646,11.7183,14.4485,15.0985
PEX6,29.3914,24.0454,28.0781,26.0217,27.2976,30.0897,25.658,26.3558,24.0649,23.9244,24.2306,26.8586,20.7303,19.2001,24.8182,21.3199,28.5575,33.416,29.8769,26.8232,24.9116,25.9128,26.9287,27.1998
DCI1,18.22,23.0674,15.3984,18.0732,13.6625,25.3876,16.8841,12.1026,16.4881,18.4409,16.7974,22.2063,11.5188,18.2011,20.5789,15.5996,21.2202,25.7357,22.9412,16.009,16.3441,20.4247,22.5074,21.2476
TEL2,32.5484,25.6091,27.0292,27.9498,26.8935,28.6523,27.7351,28.0196,24.7518,26.4508,28.7062,30.1911,26.9216,26.4563,29.8823,32.7185,39.7722,32.8404,37.1217,26.9645,29.8963,28.2612,30.1638,28.4362
SYC1,68.9212,74.5617,52.7946,68.2591,56.2308,80.39,40.8665,68.1977,43.7658,52.8231,58.4686,74.6248,77.6401,80.5769,75.8443,74.9429,81.1087,71.4443,38.3032,65.9542,62.262,51.7969,86.0572,101.616
