Name,S01,S02,S03,S04,S05,S06,S07,S08,S09,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,S21,S22,S23,S24
TIM54,82.7578,92.753,76.752,90.3583,79.5197,84.3572,79.4037,73.098,70.5173,73.0935,64.9686,62.1133,75.0965,83.5265,84.3954,86.91,73.3031,72.4883,89.2549,83.7196,81.3968,96.8125,78.0314,81.8801
YJL132W,25.6093,24.8017,24.2726,27.1615,24.0051,26.2647,22.3559,21.4287,23.6061,24.2484,19.7577,19.3794,30.5905,21.5926,24.0114,26.0939,27.2115,20.8815,28.4509,18.6405,25.1339,26.7159,22.3681,25.134
ORC1,23.9776,26.0003,21.1553,25.4046,19.6746,21.1554,19.5923,25.5551,19.9611,20.3455,22.5719,24.4264,23.9289,22.1218,25.5139,23.7299,27.7024,25.9912,27.5873,25.6095,25.0734,26.2383,25.0188,25.2705
BIT61,14.2383,10.8147,13.0237,14.5747,11.3379,12.8942,11.3795,11.452,11.1822,11.092,10.8955,13.525,12.3966,8.81203,9.00449,12.2826,12.8566,12.9154,13.3962,11.4831,11.821,11.9933,12.1423,14.0876
HTZ1,258.144,392.615,256.247,191.954,182.042,366.34,325.149,308.43,264.119,298.393,393.663,318.355,399.95,325.227,293.628,362.447,280.279,292.964,310.792,255.569,396.077,501.174,382.232,344.474
DCV1,4.30756,2.68985,1.95826,3.22645,2.42928,3.3244,1.26462,2.21294,1.92713,1.38475,2.85229,1.53234,0.905035,1.71013,2.16043,3.26359,3.23874,1.37677,0.714063,2.68671,0.962638,3.38259,1.59397,1.49995
CPR5,418.426,333.529,458.838,405.831,529.979,589.998,433.652,350.994,462.652,334.863,408.388,266.647,611.066,351.021,430.288,393.623,421.149,440.856,398.594,319.599,415.853,275.529,463.888,432.923
LHP1,62.5882,86.861,52.3984,95.1439,66.5927,70.514,89.5653,97.9991,34.4443,77.3619,99.9632,122.347,58.2479,90.3869,101.685,88.204,98.7364,97.2928,140.788,154.151,87.0285,101.514,106.09,123.348
YHC3,49.4083,48.8883,60.0763,93.933,58.6592,65.9631,50.8252,64.0996,46.5947,71.6982,51.8754,70.3703,58.2208,45.0355,59.2407,51.6959,60.1335,52.7285,71.3642,36.8287,52.0772,52.2336,42.0085,51.933
MAL13,31.2351,34.3011,26.6852,31.3837,30.3713,31.4756,24.1659,27.2482,20.3183,25.869,27.7137,33.9514,27.1738,24.9913,28.6205,28.1449,30.4521,27.8932,29.7372,22.309,23.4575,22.3411,19.5348,27.1825
YDR133C,1101.95,1198.92,1025.3,600.407,774.014,775.56,948.956,657.482,1317.11,711.348,1174.75,734.071,877.91,836.319,1109.56,904.428,1094.53,665.956,732.856,1088.33,625.316,517.385,727.874,968.104
HTB1,1167.24,1300.01,770.164,832.148,600.12,832.859,852.057,1266.03,1254.03,740.799,1661.04,1041.74,1086.37,1051.39,979.965,1637.44,1216.09,1223.07,1782.35,1468.68,954.383,1303.45,1791.07,1303.03
YMR315W,279.369,356.382,369.844,452.945,388.275,361.606,331.822,363.335,305.098,332.086,326.476,299.972,309.211,306.403,328.631,355.279,365.9,324.243,231.275,234.077,316.03,237.489,249.826,314.852
SAY1,38.9146,34.5508,40.688,44.6037,26.8412,30.7439,27.0176,34.8916,31.4,30.4477,26.1362,29.2574,27.485,26.6786,32.4297,35.6793,35.5991,27.5051,24.9576,27.1459,28.5891,31.7706,21.5184,32.5752
MRPL8,100.434,168.604,92.8788,111.935,135.848,150.063,119.438,96.0059,102.049,128.805,115.187,117.614,169.568,153.355,124.94,121.615,179.879,179.492,204.187,165.688,120.793,199.637,173.308,180.943
AKR2,34.3364,24.3283,33.1156,32.0428,20.2646,31.1431,18.6767,30.411,27.6411,22.9626,25.8466,30.421,25.7626,23.2726,28.1855,29.2421,32.4762,29.0099,26.6726,25.9451,17.6148,28.1281,13.8335,28.1911
NDJ1,62.3891,51.5599,71.4089,96.7365,76.6666,66.491,63.2225,73.4122,60.7399,57.3421,67.0388,75.8843,67.5618,61.5574,61.4465,59.7321,56.4092,64.5098,66.8527,54.8494,70.0853,48.8108,52.2376,57.4594
SEC15,84.2438,73.4666,74.7563,80.3,97.8498,91.0845,93.5435,96.5388,67.6976,66.8258,73.3341,101.07,80.3795,69.7551,88.3936,84.7526,86.8485,77.8165,79.5262,61.5095,80.2082,76.3806,79.4295,92.7082
YNL011C,85.5642,71.3667,86.3947,77.9236,74.6593,60.8298,62.5294,73.5843,80.6147,78.425,63.7977,93.5548,68.3454,86.7913,82.4116,76.2039,78.3206,58.0579,60.1027,53.9549,70.9865,46.4747,63.8358,64.2034
AAT2,225.51,271.063,266.537,408.169,297.296,277.704,235.864,209.298,262.312,284.55,259.562,214.66,269.641,198.114,295.73,262.171,260.409,379.191,268.287,356.769,359.864,302.843,299.524,295.545
CIR2,99.3099,99.2421,83.2371,71.6175,95.94,114.113,77.4384,76.546,74.2531,71.3784,71.1295,42.5416,74.7683,70.068,81.7631,84.4726,97.238,107.937,112.037,116.777,174.887,187.877,197.501,214.959
KRE5,33.707,25.5701,34.7409,43.3363,37.0684,40.4087,29.7567,39.194,31.965,22.1789,24.6928,44.2913,37.8857,28.3535,33.1274,33.2425,36.5662,28.69,30.5728,26.3656,38.6428,29.4523,29.0212,30.9442
PHS1,361.402,387.504,349.811,547.588,293.062,323.793,405.073,429.251,393.449,370.474,473.272,505.335,429.213,448.176,385.933,378.248,503.257,414.755,479.967,379.169,454.366,307.797,410.934,519.214
ARG2,38.2597,32.702,40.8335,34.6889,39.056,38.141,32.3529,36.4655,42.4323,39.6038,31.2229,32.2748,37.2916,34.2959,41.1064,35.7605,38.7584,36.5917,43.9824,36.6902,40.5589,28.3832,33.2545,39.6785
SER33,375.98,309.907,312.304,277.203,383.881,348.028,398.677,320.353,539.89,318.85,300.049,308.404,312.364,288.905,342.435,300.396,267.665,233.131,271.047,261.147,352.445,283.515,204.332,300.908
ARP1,23.0747,26.7012,28.4827,27.7306,25.6967,24.4588,26.5881,24.2604,19.1941,27.4811,21.3623,24.542,23.2216,28.5468,24.3318,31.1232,24.4596,23.0095,32.2123,29.2107,28.7274,24.5808,23.2593,23.7366
RTT109,37.7911,24.4015,35.263,25.5831,33.94,40.9632,33.5562,30.9602,26.3109,27.8406,23.6834,34.7781,36.1255,24.4247,34.8534,32.5581,33.1385,29.2383,35.6261,26.8766,30.4796,29.6856,31.4867,33.0031
ORM1,126.155,102.609,79.2102,116.894,104.751,134.524,119.178,87.6039,114.019,93.0184,129.386,123.401,74.7452,119.814,94.1967,123.37,110.319,83.9864,167.391,167.365,57.4598,107.601,86.1495,145.544
RTF1,77.4644,93.0234,81.7003,92.6838,84.7752,93.3257,92.4013,95.9893,83.0602,84.4057,86.4276,98.6111,93.8364,88.1278,101.428,114.228,88.3599,93.8559,104.939,75.4512,88.0367,104.266,67.4327,76.6901
YCL001W-A,0.66108,1.36305,2.63758,1.45392,1.27609,2.87301,1.68621,0.542113,1.58879,1.29645,2.37764,1.80331,1.22637,1.42769,1.59468,4.14506,2.78712,1.64977,1.67567,1.81771,2.43262,1.12297,1.51756,2.16315
PGI1,2916.22,2695.68,2357.14,1740.36,2886.16,2421.07,3330.67,2285.32,3398.64,2772.47,3088.23,1822.92,2405.29,2598.56,2842.67,2161.89,2286.42,1904.77,1931.24,1744.18,2537.14,1472.62,2332.82,2143.46
NIT3,247.159,283.374,288.555,253.221,268.342,284.637,253.027,235.976,222.616,251.291,275.803,257.171,269.231,218.657,274.752,265.371,229.564,227.137,230.808,170.283,264.802,278.702,189.307,204.399
RSC3,48.735,45.9049,45.5804,51.0672,44.8557,44.7545,55.3583,57.0106,37.937,46.3529,48.0727,58.0228,42.9396,43.7166,48.6576,48.9453,66.7716,49.5916,68.208,55.2229,64.9598,58.7153,57.3109,67.5146
FYV1,4.05609,4.78165,7.21711,4.90421,4.08723,4.30067,3.70025,2.6275,2.07535,6.93972,7.08702,7.33377,2.44181,4.16692,3.33777,6.00522,5.23989,3.57573,1.84751,5.50845,5.98109,4.12086,2.92781,3.22633
PRY3,49.3808,48.7457,47.5232,44.9668,42.0642,49.6739,51.8379,38.457,41.4746,52.2319,46.8848,32.3876,43.4926,42.2765,42.3823,41.5414,57.1646,56.5557,51.0676,63.5135,32.6717,38.2017,37.5144,47.8692
ATF1,115.162,87.2339,94.44,108.325,101.889,91.5606,86.9445,117.121,109.163,89.0256,85.0717,136.586,112.88,107.18,134.08,104.439,145.175,121.565,113.992,94.7106,98.712,106.642,86.0805,104.998
PRY1,368.059,358.283,334.743,302.282,385.571,295.662,281.856,245.93,344.883,253.211,430.685,184.734,372.169,329.598,256.875,252.651,330.205,264.848,256.163,269.575,290.311,242.34,195.439,273.924
TAF7,22.4968,19.2522,27.0409,19.1848,23.2852,25.6459,21.6522,23.5497,23.1293,19.4859,22.5227,22.5779,23.7564,25.5278,28.845,26.5148,25.2657,18.3208,25.7533,19.8815,28.7092,30.7203,22.2924,17.3531
HSH155,18.2804,17.5939,20.5273,21.3936,18.97,19.0845,20.4716,17.8893,15.0038,18.4107,14.7988,18.5808,20.4107,16.9581,17.2939,19.7787,21.9628,19.6941,21.368,21.6421,17.9049,19.5448,22.2308,23.7285
IMP1,176.34,188.753,152.319,174.063,217.79,234.187,139.341,189.836,111.162,113.484,170.939,203.978,123.072,131.671,180.037,175.179,150.791,140.847,182.242,138.49,150.499,142.724,96.4959,161.826
CBP3,136.703,146.001,143.098,167.868,98.2765,152.226,109.584,115.967,119.354,126.427,112.171,137.238,169.187,134.86,157.541,148.243,154.29,145.395,209.518,106.121,125.618,138.242,131.6,138.915
SPL2,263.27,244.843,264.873,202.964,278.017,305.603,281.103,279.738,173.205,365.459,302.792,265.922,416.321,322.808,341.163,318.61,302.943,255.196,359.989,272.184,346.217,381.8,296.313,292.81
YNL179C,31.4911,9.13967,32.6807,22.286,30.3965,53.0043,33.4144,53.6271,15.6565,33.8128,27.2874,34.844,51.2582,32.9946,26.1026,37.8895,40.9065,51.4277,60.5666,33.5167,73.1367,15.2784,37.699,40.7279
YCH1,72.4585,53.3216,52.563,56.0085,126.868,57.8102,58.5899,58.3672,60.4742,83.5481,81.4565,72.4207,54.5878,50.4412,40.1892,87.8784,75.6267,49.5048,111.815,51.1163,92.8085,61.3009,53.3993,55.7019
SAP185,15.1769,16.7476,15.1793,17.0597,10.5355,16.2272,14.4089,14.916,15.5234,15.1454,16.3896,18.2476,12.2426,13.2902,15.504,14.479,19.7458,16.6082,22.9651,24.2852,13.2023,21.4275,16.7417,18.3021
CDC45,30.1171,26.103,30.2588,27.5831,30.8505,25.7816,27.7125,29.8803,26.8681,29.764,22.3053,30.0116,25.2823,29.0969,27.7417,33.4579,32.673,30.4689,33.792,23.0015,28.2312,41.3879,36.9191,27.9695
PAM16,109.643,131.43,108.412,94.557,148.527,180.338,48.7555,94.6277,80.2136,82.6344,115.874,205.697,158.782,115.148,149.754,167.704,172.816,201.832,253.528,154.947,125.513,127.366,139.507,196.567
DON1,10.1634,13.7206,10.5143,9.94552,11.1131,14.2534,7.52442,11.4982,9.29912,9.92342,10.8736,9.01889,10.389,9.41735,11.7314,13.7082,9.28115,9.66133,9.50596,7.31386,7.13442,11.986,11.1237,10.9396
TRP3,130.811,142.732,134.717,136.931,140.593,163.596,115.681,107.345,129.436,149.384,108.906,107.32,65.9846,153.292,151.31,146.35,129.93,166.304,146.522,146.072,116.375,130.083,107.894,139.557
CYC2,60.6482,64.7166,54.764,46.4911,74.8963,67.719,59.5367,64.0644,63.0177,43.5192,47.1667,45.7374,52.5127,61.2933,69.0512,68.9644,62.4542,63.7236,57.9478,55.8486,49.997,62.0113,56.1253,77.3691
GSM1,28.7324,23.0621,28.2589,24.1458,26.7823,30.0392,21.1076,19.2098,19.1409,17.6428,17.3893,22.2933,21.1748,21.8168,26.471,30.1452,24.6532,22.3104,22.4591,18.8494,20.8021,23.9029,23.0654,28.735
YDR102C,1.30562,2.70756,0.788137,1.77049,0.820796,4.1589,1.65404,0.427817,1.26764,3.83939,3.64803,2.24454,4.38805,1.14153,1.40248,2.60242,1.45569,5.84661,2.07093,5.98073,1.22489,0.880207,2.32588,2.93845
ASI1,155.454,138.534,167.238,172.088,147.674,139.52,164.086,185.543,155.305,118.752,140.489,182.815,148.678,137.088,133.119,156.116,180.661,127.632,107.604,120.099,120.604,117.749,129.368,150.446
EMC1,162.111,141.772,141.296,206.127,180.432,193.714,169.543,206.764,175.31,188.29,161.193,200.018,197.643,154.677,164.834,174.664,201.674,202.433,187.782,147.427,176.136,191.409,161.646,174.937
ROT2,55.4681,54.9663,52.7027,49.4434,72.719,60.1584,52.9331,60.3958,53.8472,58.5186,45.016,54.7778,70.8841,48.919,60.6749,57.7411,60.5296,60.8778,46.9515,50.041,46.0673,59.3397,63.4511,70.1713
ARG3,35.0238,32.3032,28.0446,27.3885,20.1935,22.6435,31.5387,33.2948,25.8775,23.9369,32.4725,29.1756,31.3333,31.753,33.9597,32.6162,31.2536,36.8055,37.3253,44.4863,46.8493,48.3471,49.7264,55.893
NOC2,76.6939,86.4532,61.972,63.0536,57.7896,64.6969,64.1653,83.0576,64.7527,64.922,66.242,81.0796,66.7944,73.3094,78.3549,86.9235,109.009,97.7759,114.27,122.579,86.1276,100.942,84.9579,99.6462
AVT7,318.613,367.367,374.474,254.734,430.953,341.904,203.161,357.985,271.234,330.383,328.508,294.845,398.609,316.302,315.908,253.852,361.633,254.407,284.434,275.618,335.97,336.532,304.397,325.738
APM1,103.58,114.169,114.022,138.79,123.229,87.0003,89.9849,119.82,95.0959,102.859,78.4067,98.9009,122.213,94.8775,98.2407,107.676,118.586,101.463,88.5992,77.2382,90.3563,87.2887,97.5274,111.813
YNL033W,1.86182,1.55269,1.36008,2.53814,1.0754,1.36399,1.82755,1.30865,0.692904,1.67446,1.8982,1.03158,1.93389,1.92494,1.85086,2.31923,2.35699,1.86615,2.13841,3.32865,1.26609,1.92942,1.79665,2.04134
TIR1,299.038,453.349,408.854,339.057,224.75,204.593,319.357,274.61,448.277,382.916,448.792,288.33,272.827,439.018,419.877,293.39,198.787,116.221,225.128,110.952,224.063,186.599,241.966,186.893
PRM10,31.9469,22.7957,17.8589,23.5511,15.6183,21.7211,26.907,16.7796,14.4491,18.8708,18.7758,14.7052,15.7404,36.613,19.4231,22.7748,22.6072,34.9443,31.1171,28.9166,24.0374,20.0828,30.6625,52.3511
RLP7,115.135,97.2938,92.3417,95.5591,70.2863,102.845,77.9371,123.742,89.6112,85.1451,87.3624,139.665,116.174,114.149,112.001,128.232,157.235,135.684,150.995,236.643,121.609,177.969,190.341,183.969
TAF13,73.8027,90.973,80.3975,82.484,81.082,73.5681,83.5251,103.006,39.5138,71.4472,100.01,95.8563,75.3731,90.0501,95.3603,84.4513,97.8164,88.2589,103.86,52.1579,89.7845,144.856,74.3149,66.3272
DAL3,45.6852,52.4571,30.5675,26.4869,59.6651,40.2055,23.3384,32.2057,22.8731,40.3538,41.0216,28.4116,56.2268,38.6572,32.9861,38.2917,31.4081,40.4193,52.1553,55.2038,40.477,56.6777,31.2765,47.1141
POT1,5.58899,6.25276,6.02965,4.71852,4.80986,5.56097,3.58929,2.65057,3.54701,3.8172,3.92929,3.54197,7.00133,6.27962,6.04842,6.45942,5.00483,7.25333,6.42651,4.47295,5.90981,5.71377,3.95421,3.22975
PER1,112.374,148.325,125.289,157.282,126.407,170.592,125.679,110.967,90.1226,120.725,122.353,97.248,91.8768,83.1244,112.085,86.5937,142.846,126.427,133.31,104.632,93.3236,134.053,73.0053,94.4503
YOL014W,35.62,36.5869,23.6097,43.084,32.2209,33.023,39.7507,32.8641,31.7954,37.3636,35.1106,31.5957,52.5654,31.8257,36.2204,42.6277,44.1438,52.2342,48.4297,46.4604,26.9316,37.0604,30.6749,31.1135
SKP2,29.3084,24.7585,29.5601,28.7892,22.3276,28.0937,26.712,26.0996,30.7734,25.9253,23.9611,27.9592,30.9152,23.6556,27.6214,28.4549,33.7339,30.752,30.0659,29.2541,27.7509,28.6889,32.0901,28.3924
YNL134C,123.727,155.313,117.812,125.656,109.4,82.1712,117.819,114.124,111.418,91.1108,93.4361,84.4602,105.765,104.866,108.999,76.0015,104.049,90.9933,85.8748,89.7518,87.6111,89.0326,71.4079,77.7213
PIL1,539.939,634.677,485.683,473.246,555.324,649.863,579.637,421.27,492.309,410.373,475.16,468.348,623.555,273.679,561.127,630.338,525.398,682.634,509.427,466.405,551.933,556.113,495.483,597.173
MRP7,143.272,194.977,118.264,144.742,142.844,168.204,151.99,166.262,164.138,191.168,167.137,182.154,177.071,185.004,162.974,187.584,175.34,170.08,154.579,188.828,150.3,158.498,196.22,159.97
YRA2,73.495,71.8232,114.265,62.9601,89.2996,87.4403,67.4958,82.3384,89.0157,86.1398,82.5524,107.436,87.0071,64.9419,90.1616,89.0149,73.0333,68.702,88.3587,86.1695,63.1056,70.4307,80.3817,73.8131
FMN1,135.382,107.11,129.501,169.831,122.147,117.122,169.538,113.594,115.168,103.44,122.29,130.366,120.917,91.9763,124.037,86.5904,140.305,117.336,118.959,146.454,94.9301,108.679,105.554,127.833
PUB1,443.603,320.708,383.979,484.114,411.324,447.223,530.807,471.549,285.319,283.133,371.421,392.47,460.776,378.414,459.887,389.87,485.26,449.936,447.934,393.822,405.548,469.223,394.383,410.8
APP1,45.3267,53.8135,48.1068,50.6723,56.9781,55.141,47.9202,46.8197,51.2507,45.1651,46.1246,32.9718,40.1006,44.6286,50.0368,55.0193,59.0333,62.3565,45.8946,43.1358,57.2811,39.4148,46.0159,53.6508
YHR130C,110.172,47.0204,88.8599,61.724,46.1333,72.8831,70.7817,86.2566,54.8068,73.2084,41.1025,82.796,27.2764,46.4649,99.0121,89.0379,67.1927,52.1861,57.5903,67.7003,99.7016,42.9108,44.71,108.483
YSP3,40.497,33.5541,41.1861,46.4089,42.8272,46.6121,39.3246,46.2702,26.7022,30.0516,20.8128,41.0597,31.4773,33.4736,42.5291,37.8551,39.67,30.7211,32.2686,34.7459,36.3375,40.708,43.7239,49.228
SCW11,92.3994,45.8005,78.6122,96.4979,60.7558,87.3632,80.5813,81.9123,62.6464,95.8455,90.9576,68.3082,82.1551,81.3635,88.1275,56.74,99.4517,99.5166,102.733,101.83,71.304,86.5882,88.8519,104.645
ZIP1,12.756,9.55954,9.88291,16.4314,10.6715,11.2938,11.2737,11.2075,9.35589,7.6215,8.92381,10.9286,11.5073,8.44531,11.3178,9.51787,10.1884,8.91192,8.22492,8.23226,8.01012,9.48767,9.04966,10.2104
DPB11,26.9847,24.5741,26.5785,31.0935,23.2549,21.9127,28.4767,28.2016,24.4157,19.9263,19.8434,24.7244,18.676,21.7383,21.8576,26.7076,27.1897,25.0397,24.562,24.7175,23.4477,19.1246,29.3742,24.4839
PDR5,214.182,222.866,232.169,185.815,208.756,190.75,204.635,214.549,195.269,191.695,207.279,194.52,195.746,208.048,183.787,204.471,208.35,232.849,247.504,250.924,264.374,242.565,222.397,247.008
LOS1,73.8532,59.5905,70.5748,60.966,51.3622,65.7028,61.7113,60.7177,55.0171,50.5824,55.1821,63.7536,57.0507,51.9046,57.6384,57.3268,89.4585,61.8597,69.3674,64.2965,69.6471,61.6249,56.5692,65.7159
SGF29,65.9586,62.337,73.1954,50.4713,64.6945,104.696,52.6099,59.4951,50.1708,81.4886,60.6193,56.1888,84.2641,86.4332,79.9791,94.5606,65.9392,70.3937,76.1915,57.4485,79.4551,74.3422,40.2902,67.7816
PIK1,76.5718,70.6835,65.7023,75.0156,74.1488,80.4556,60.1121,72.4349,63.0004,70.2063,56.2392,56.5878,77.1035,65.4144,66.6201,59.0487,78.4143,76.2462,68.2205,64.4525,73.9271,66.5937,71.3726,70.8427
LDB16,64.6249,65.9,56.4138,78.1147,71.7216,79.667,60.136,43.9732,58.4379,66.1231,65.5141,79.9077,89.2839,54.2642,66.6914,78.5221,68.4096,69.3915,69.4831,49.6182,80.2516,66.9345,66.6862,85.9993
ARC15,758.537,562.494,679.279,534.799,764.338,841.283,686.303,661.856,713.685,635.472,542.165,546.727,630.184,898.905,655.601,705.649,660.597,653.948,747.993,380.09,460.753,609.306,452.927,600.692
SMC3,26.6049,25.4534,20.1852,27.6129,23.7101,26.1757,25.9884,26.3382,23.069,20.9408,22.3992,28.6193,23.6098,26.0745,26.8277,28.6247,33.7553,27.1606,30.509,31.1305,29.9201,31.814,32.7857,29.7918
IRC13,3.27348,2.14054,3.85153,1.59149,0.812006,1.97374,3.26239,1.62304,0.435977,1.36274,0.974133,3.24055,0.766657,1.07053,2.90033,1.27727,2.13373,3.20416,1.38038,1.31335,1.33244,1.09424,2.27292,6.72802
CDC14,57.9847,43.3613,65.9281,63.1036,50.6705,57.4408,68.6012,59.3425,38.4728,67.4741,59.1016,63.2547,59.1827,54.5946,59.3378,62.7785,59.2747,70.3417,61.1229,55.3829,54.2418,74.8815,63.2143,62.4533
SWR1,30.1982,29.031,32.3711,34.6103,31.2502,29.9981,28.6335,29.3967,24.8424,25.4473,23.8671,34.886,27.3993,30.8409,35.0472,30.7446,31.1415,29.6594,30.4127,26.5978,28.0487,33.3462,33.765,30.308
SLM3,16.0591,14.5841,16.8159,17.9725,20.2713,15.9832,16.2147,14.5881,11.2034,15.12,17.5435,13.6639,16.8111,15.1513,15.4801,17.8899,15.3913,19.5302,19.4837,24.292,15.7463,14.3052,19.7431,15.6734
BOI1,44.8597,39.1872,40.6984,42.915,40.8648,42.8769,46.9136,47.9352,37.1751,44.3978,40.3644,40.8871,35.7411,34.8517,38.9068,45.2879,48.1872,41.6245,38.4217,37.8055,36.7303,40.6894,35.6202,46.7032
FIG1,3.05613,3.22511,3.64967,6.82819,4.61734,2.31088,5.0019,4.80386,1.88741,4.42149,3.43128,6.58251,8.79338,2.91659,3.67056,5.12631,3.70094,3.25047,3.51741,4.34516,3.39932,4.00396,5.60817,4.77293
HXT4,2589.96,2652.75,2749.19,2607.6,3113.21,3019.87,2442.93,2548.12,2575.32,2616.13,2656.57,2037.55,2378.67,2390.34,2516.34,1899.18,2346.03,2112.55,2169.88,2844.25,2396.6,2776.46,3380.77,3978.59
BSC4,1.9908,1.708,1.83413,3.1096,2.72767,0.789135,0.530248,2.17754,1.91773,2.10308,0.754224,1.94485,1.7522,0.794213,0.852069,0.687713,2.95736,1.70172,5.55504,3.4438,0.75218,0.836441,0.707096,2.21747
YBL071C,3.297,0.481466,0.28701,0.0,0.457252,1.81375,1.02926,0.261074,0.774404,0.500175,0.624979,1.22264,0.682572,0.405789,1.62124,2.05662,0.905699,0.905093,0.383306,0.380539,0.495325,0.786411,0.724971,2.58305
CYC1,377.637,335.902,367.098,367.875,487.982,481.339,361.788,443.057,376.561,215.617,365.3,230.373,377.388,443.823,317.153,443.145,390.561,435.962,519.09,781.999,852.371,831.953,1069.09,1944.11
YNG1,34.0682,34.3822,27.8987,25.5757,22.3241,20.4652,21.6299,36.0098,23.8314,19.2232,31.4112,28.5416,28.9585,19.8487,29.6851,24.9556,24.8111,32.0517,23.0304,29.7438,29.1275,49.3943,38.4221,42.3994
MBR1,33.4994,21.8395,25.9092,23.9674,30.8205,27.8105,22.7534,20.8186,27.1839,18.6005,19.0797,19.9321,26.7283,31.0147,32.5518,34.3326,34.3161,29.6519,23.6213,30.5517,26.0239,24.5172,19.1752,31.9208
HMRA1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.171894,0.0,0.0,0.0,0.0,0.0,0.193953,0.0,0.0,0.0,0.0,0.103789,0.0,0.0,0.0
AIM3,32.5419,30.5499,30.7689,34.9502,33.8186,32.0406,30.7941,27.6256,22.0706,27.5645,27.57,19.2995,33.8841,25.6443,27.701,30.7261,29.0799,34.5279,28.4011,27.0836,24.1055,24.881,20.0388,26.7322
MRPS8,145.119,111.841,141.924,128.571,112.608,193.53,139.866,155.359,127.716,87.5975,130.989,215.196,210.426,177.091,140.834,169.434,176.93,103.502,189.953,217.653,62.4787,110.488,157.339,133.464
YCL068C,4.27878,12.6905,0.0,0.0,2.13708,3.1631,4.29117,0.0,0.0,0.0,3.94652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1e-05,0.0,0.0
ATG19,158.703,119.304,136.874,170.037,145.325,142.575,131.006,129.657,122.718,143.225,109.67,89.5387,130.592,108.682,145.813,124.322,123.264,99.3876,88.9257,76.7332,101.096,111.232,73.8504,91.7438
HOG1,389.598,386.944,350.995,298.75,368.971,393.824,376.106,372.683,447.757,350.283,357.211,392.481,365.988,325.751,300.773,343.915,331.724,315.755,397.548,309.294,369.503,287.065,361.362,379.78
MRS4,85.4565,83.2969,92.6718,79.1127,107.475,84.897,73.1555,65.5276,77.6047,92.7993,76.9106,60.8612,94.8516,82.7943,92.2153,97.2587,96.6156,93.5144,92.4,74.3114,100.367,87.7041,86.7701,109.408
SRT1,3.20888,4.82342,6.25984,2.73872,4.2921,3.82864,4.14569,2.99733,3.51185,5.32945,3.29464,6.7301,3.52661,3.2763,3.43479,2.65648,3.05934,4.15635,4.59213,3.68726,3.27911,5.11493,2.732,4.22073
CDC10,268.492,229.37,247.872,372.655,360.701,318.156,258.03,319.662,315.584,178.836,213.381,337.551,266.739,194.001,254.52,298.104,284.243,208.745,249.264,203.945,245.28,277.853,259.219,336.43
MRPL32,69.7587,75.4698,91.0798,66.1565,97.041,72.3267,55.6721,75.6222,77.3776,58.4062,72.433,61.7675,75.5866,84.0971,86.4451,88.5937,85.9754,63.549,109.15,95.3176,116.324,89.1424,92.844,78.3942
TRM13,33.0388,38.8491,31.2677,42.8972,38.8005,35.722,38.6664,26.1583,25.1813,25.8228,37.8484,41.4865,33.3222,31.0723,36.4121,29.0069,38.9002,37.5842,49.8889,55.7806,34.183,39.1158,41.7348,39.5429
RPA43,70.7219,76.4586,59.0413,46.0502,44.4604,50.212,60.6428,77.2677,50.3749,59.3584,60.5343,69.7983,64.9737,76.4066,71.42,78.5764,99.5771,96.2084,110.764,138.847,95.5047,125.88,112.316,108.627
TMA16,39.9587,41.2823,37.7439,33.8752,21.9634,21.8192,33.9637,31.7582,33.0343,28.5698,42.2021,42.3972,43.2068,36.5439,47.414,41.3971,60.5168,49.2607,52.4776,60.4124,54.394,53.8738,62.7585,52.9698
PSY2,57.7022,41.7065,45.735,46.0006,38.321,43.5906,47.0548,55.7204,40.9118,42.8918,37.7521,49.0149,52.1635,39.2359,52.6118,46.7092,55.9635,49.8193,47.939,51.2332,44.0063,50.059,39.7067,52.1615
RVS161,394.679,543.516,337.028,485.625,467.639,456.749,449.111,524.615,418.133,366.283,472.106,406.25,473.576,445.774,375.519,434.874,440.5,410.919,400.25,352.268,294.259,377.587,311.201,346.125
YCK3,59.6551,44.2304,49.678,51.4686,59.0535,51.479,61.3328,57.8107,48.4847,43.0992,46.445,56.7646,57.5418,47.0817,52.0153,55.6344,74.7877,58.5745,52.1837,60.9202,56.7494,56.0037,47.1555,57.6609
BRE5,140.48,149.661,110.162,202.021,172.412,140.436,158.126,142.135,137.76,133.91,145.267,161.591,132.908,151.015,147.068,147.808,140.354,158.172,125.267,168.953,152.201,129.474,169.55,164.144
PDH1,8.58011,8.54117,6.7764,6.60506,3.9809,4.84649,4.92071,4.67081,4.64383,4.03548,4.6078,3.8764,6.05521,5.41048,7.6948,7.07505,8.2438,8.74505,6.81411,7.03157,8.33851,6.87497,6.67336,9.67268
STV1,98.906,85.1058,98.2767,117.513,106.279,110.579,80.885,102.038,95.283,100.388,92.3168,85.497,89.1515,93.53,100.264,99.8152,86.1255,99.1715,118.981,84.261,106.676,112.987,90.4486,109.056
