well,operation,volume,unix_time,JST(GMT+9),tip_from,remark
"B6 of TGC yeast spot assay with microplate 8x12 on 6",dest,2,1705481417.7118986,2024-01-17 17:50:17,C2 of Opentrons 96 Tip Rack 20 µL on 5,B1_S2_T2_edge-spotting on Deck6
"C3 of Corning 96 Well Plate 360 µL Flat on Transportation Unit ver2 on 11",source,2,1705481424.3017795,2024-01-17 17:50:24,C2 of Opentrons 96 Tip Rack 20 µL on 5,B1_S2_T2_edge-spotting on Deck9
"B6 of TGC yeast spot assay with microplate 8x12 on 9",dest,2,1705481424.3018398,2024-01-17 17:50:24,C2 of Opentrons 96 Tip Rack 20 µL on 5,B1_S2_T2_edge-spotting on Deck9
"A4 of Opentrons 10 Tube Rack with Falcon 4x50 mL, 6x15 mL Conical on 7",mix,300,1705481473.6340852,2024-01-17 17:51:13,E3 of Opentrons 96 Tip Rack 300 µL on 4,B1_S1_T2_RNAseq
"A4 of Opentrons 10 Tube Rack with Falcon 4x50 mL, 6x15 mL Conical on 7",source,1664.7,1705481514.9547014,2024-01-17 17:51:54,E3 of Opentrons 96 Tip Rack 300 µL on 4,B1_S1_T2_RNAseq
"D3 of Opentrons 24 Tube Rack with NEST 2 mL Screwcap on 8",dest,1664.7,1705481514.9547772,2024-01-17 17:51:54,E3 of Opentrons 96 Tip Rack 300 µL on 4,B1_S1_T2_RNAseq
"D3 of Opentrons 24 Tube Rack with NEST 2 mL Screwcap on 8",mix,300,1705481610.7956905,2024-01-17 17:53:30,E3 of Opentrons 96 Tip Rack 300 µL on 4,B1_S1_T2_RNAseq
"D3 of Opentrons 24 Tube Rack with NEST 2 mL Screwcap on 8",source,20,1705481648.4587095,2024-01-17 17:54:08,E3 of Opentrons 96 Tip Rack 300 µL on 4,B1_S1_T2_96well
"D3 of Corning 96 Well Plate 360 µL Flat on Transportation Unit ver2 on 11",dest,20,1705481648.45877,2024-01-17 17:54:08,E3 of Opentrons 96 Tip Rack 300 µL on 4,B1_S1_T2_96well
"D3 of Corning 96 Well Plate 360 µL Flat on Transportation Unit ver2 on 11",mix,120,1705481652.1658375,2024-01-17 17:54:12,E3 of Opentrons 96 Tip Rack 300 µL on 4,B1_S1_T2_96well
"D3 of Corning 96 Well Plate 360 µL Flat on Transportation Unit ver2 on 11",source,2,1705481668.3913515,2024-01-17 17:54:28,D2 of Opentrons 96 Tip Rack 20 µL on 5,B1_S1_T2_spotting on Deck6
"F6 of TGC yeast spot assay with microplate 8x12 on 6",dest,2,1705481668.3914158,2024-01-17 17:54:28,D2 of Opentrons 96 Tip Rack 20 µL on 5,B1_S1_T2_spotting on Deck6
"D3 of Corning 96 Well Plate 360 µL Flat on Transportation Unit ver2 on 11",source,2,1705481676.3117044,2024-01-17 17:54:36,D2 of Opentrons 96 Tip Rack 20 µL on 5,B1_S1_T2_spotting on Deck9
"F6 of TGC yeast spot assay with microplate 8x12 on 9",dest,2,1705481676.3117652,2024-01-17 17:54:36,D2 of Opentrons 96 Tip Rack 20 µL on 5,B1_S1_T2_spotting on Deck9
"D3 of Corning 96 Well Plate 360 µL Flat on Transportation Unit ver2 on 11",source,2,1705481682.961857,2024-01-17 17:54:42,D2 of Opentrons 96 Tip Rack 20 µL on 5,B1_S1_T2_edge-spotting on Deck6
"G6 of TGC yeast spot assay with microplate 8x12 on 6",dest,2,1705481682.9619179,2024-01-17 17:54:42,D2 of Opentrons 96 Tip Rack 20 µL on 5,B1_S1_T2_edge-spotting on Deck6
"D3 of Corning 96 Well Plate 360 µL Flat on Transportation Unit ver2 on 11",source,2,1705481689.6428092,2024-01-17 17:54:49,D2 of Opentrons 96 Tip Rack 20 µL on 5,B1_S1_T2_edge-spotting on Deck9
"G6 of TGC yeast spot assay with microplate 8x12 on 9",dest,2,1705481689.642877,2024-01-17 17:54:49,D2 of Opentrons 96 Tip Rack 20 µL on 5,B1_S1_T2_edge-spotting on Deck9
"B4 of Opentrons 10 Tube Rack with Falcon 4x50 mL, 6x15 mL Conical on 7",mix,300,1705481739.2339716,2024-01-17 17:55:39,F3 of Opentrons 96 Tip Rack 300 µL on 4,B2_S4_T2_RNAseq
"B4 of Opentrons 10 Tube Rack with Falcon 4x50 mL, 6x15 mL Conical on 7",source,1649.5,1705481751.2246156,2024-01-17 17:55:51,F3 of Opentrons 96 Tip Rack 300 µL on 4,B2_S4_T2_RNAseq
"A4 of Opentrons 24 Tube Rack with NEST 2 mL Screwcap on 8",dest,1649.5,1705481751.2246933,2024-01-17 17:55:51,F3 of Opentrons 96 Tip Rack 300 µL on 4,B2_S4_T2_RNAseq
"A4 of Opentrons 24 Tube Rack with NEST 2 mL Screwcap on 8",mix,300,1705481793.285796,2024-01-17 17:56:33,F3 of Opentrons 96 Tip Rack 300 µL on 4,B2_S4_T2_RNAseq
"A4 of Opentrons 24 Tube Rack with NEST 2 mL Screwcap on 8",source,20,1705481801.668619,2024-01-17 17:56:41,F3 of Opentrons 96 Tip Rack 300 µL on 4,B2_S4_T2_96well
"E3 of Corning 96 Well Plate 360 µL Flat on Transportation Unit ver2 on 11",dest,20,1705481801.6686792,2024-01-17 17:56:41,F3 of Opentrons 96 Tip Rack 300 µL on 4,B2_S4_T2_96well
"E3 of Corning 96 Well Plate 360 µL Flat on Transportation Unit ver2 on 11",mix,120,1705481804.635878,2024-01-17 17:56:44,F3 of Opentrons 96 Tip Rack 300 µL on 4,B2_S4_T2_96well
"E3 of Corning 96 Well Plate 360 µL Flat on Transportation Unit ver2 on 11",source,2,1705481809.34139,2024-01-17 17:56:49,E2 of Opentrons 96 Tip Rack 20 µL on 5,B2_S4_T2_spotting on Deck6
"C7 of TGC yeast spot assay with microplate 8x12 on 6",dest,2,1705481809.3414545,2024-01-17 17:56:49,E2 of Opentrons 96 Tip Rack 20 µL on 5,B2_S4_T2_spotting on Deck6
"E3 of Corning 96 Well Plate 360 µL Flat on Transportation Unit ver2 on 11",source,2,1705481817.1318266,2024-01-17 17:56:57,E2 of Opentrons 96 Tip Rack 20 µL on 5,B2_S4_T2_spotting on Deck9
"C7 of TGC yeast spot assay with microplate 8x12 on 9",dest,2,1705481817.1318889,2024-01-17 17:56:57,E2 of Opentrons 96 Tip Rack 20 µL on 5,B2_S4_T2_spotting on Deck9
"E3 of Corning 96 Well Plate 360 µL Flat on Transportation Unit ver2 on 11",source,2,1705481823.701918,2024-01-17 17:57:03,E2 of Opentrons 96 Tip Rack 20 µL on 5,B2_S4_T2_edge-spotting on Deck6
"B7 of TGC yeast spot assay with microplate 8x12 on 6",dest,2,1705481823.7019787,2024-01-17 17:57:03,E2 of Opentrons 96 Tip Rack 20 µL on 5,B2_S4_T2_edge-spotting on Deck6
"E3 of Corning 96 Well Plate 360 µL Flat on Transportation Unit ver2 on 11",source,2,1705481830.2520041,2024-01-17 17:57:10,E2 of Opentrons 96 Tip Rack 20 µL on 5,B2_S4_T2_edge-spotting on Deck9
"B7 of TGC yeast spot assay with microplate 8x12 on 9",dest,2,1705481830.2520666,2024-01-17 17:57:10,E2 of Opentrons 96 Tip Rack 20 µL on 5,B2_S4_T2_edge-spotting on Deck9
"B4 of Opentrons 10 Tube Rack with Falcon 4x50 mL, 6x15 mL Conical on 7",mix,300,1705481879.6038406,2024-01-17 17:57:59,G3 of Opentrons 96 Tip Rack 300 µL on 4,B2_S3_T2_RNAseq
"B4 of Opentrons 10 Tube Rack with Falcon 4x50 mL, 6x15 mL Conical on 7",source,1651.4,1705481893.7047439,2024-01-17 17:58:13,G3 of Opentrons 96 Tip Rack 300 µL on 4,B2_S3_T2_RNAseq
"B4 of Opentrons 24 Tube Rack with NEST 2 mL Screwcap on 8",dest,1651.4,1705481893.704819,2024-01-17 17:58:13,G3 of Opentrons 96 Tip Rack 300 µL on 4,B2_S3_T2_RNAseq
"B4 of Opentrons 24 Tube Rack with NEST 2 mL Screwcap on 8",mix,300,1705481939.515764,2024-01-17 17:58:59,G3 of Opentrons 96 Tip Rack 300 µL on 4,B2_S3_T2_RNAseq
"B4 of Opentrons 24 Tube Rack with NEST 2 mL Screwcap on 8",source,20,1705481950.0086904,2024-01-17 17:59:10,G3 of Opentrons 96 Tip Rack 300 µL on 4,B2_S3_T2_96well
"F3 of Corning 96 Well Plate 360 µL Flat on Transportation Unit ver2 on 11",dest,20,1705481950.0087528,2024-01-17 17:59:10,G3 of Opentrons 96 Tip Rack 300 µL on 4,B2_S3_T2_96well
"F3 of Corning 96 Well Plate 360 µL Flat on Transportation Unit ver2 on 11",mix,120,1705481953.0258498,2024-01-17 17:59:13,G3 of Opentrons 96 Tip Rack 300 µL on 4,B2_S3_T2_96well
"F3 of Corning 96 Well Plate 360 µL Flat on Transportation Unit ver2 on 11",source,2,1705481958.4012623,2024-01-17 17:59:18,F2 of Opentrons 96 Tip Rack 20 µL on 5,B2_S3_T2_spotting on Deck6
"D7 of TGC yeast spot assay with microplate 8x12 on 6",dest,2,1705481958.4013264,2024-01-17 17:59:18,F2 of Opentrons 96 Tip Rack 20 µL on 5,B2_S3_T2_spotting on Deck6
"F3 of Corning 96 Well Plate 360 µL Flat on Transportation Unit ver2 on 11",source,2,1705481966.2717474,2024-01-17 17:59:26,F2 of Opentrons 96 Tip Rack 20 µL on 5,B2_S3_T2_spotting on Deck9
"D7 of TGC yeast spot assay with microplate 8x12 on 9",dest,2,1705481966.271809,2024-01-17 17:59:26,F2 of Opentrons 96 Tip Rack 20 µL on 5,B2_S3_T2_spotting on Deck9
"F3 of Corning 96 Well Plate 360 µL Flat on Transportation Unit ver2 on 11",source,2,1705481972.8417387,2024-01-17 17:59:32,F2 of Opentrons 96 Tip Rack 20 µL on 5,B2_S3_T2_edge-spotting on Deck6
"G7 of TGC yeast spot assay with microplate 8x12 on 6",dest,2,1705481972.8418014,2024-01-17 17:59:32,F2 of Opentrons 96 Tip Rack 20 µL on 5,B2_S3_T2_edge-spotting on Deck6
"F3 of Corning 96 Well Plate 360 µL Flat on Transportation Unit ver2 on 11",source,2,1705481979.483726,2024-01-17 17:59:39,F2 of Opentrons 96 Tip Rack 20 µL on 5,B2_S3_T2_edge-spotting on Deck9
"G7 of TGC yeast spot assay with microplate 8x12 on 9",dest,2,1705481979.4837906,2024-01-17 17:59:39,F2 of Opentrons 96 Tip Rack 20 µL on 5,B2_S3_T2_edge-spotting on Deck9
"B4 of Opentrons 10 Tube Rack with Falcon 4x50 mL, 6x15 mL Conical on 7",mix,300,1705482029.0839927,2024-01-17 18:00:29,H3 of Opentrons 96 Tip Rack 300 µL on 4,B2_S2_T2_RNAseq
"B4 of Opentrons 10 Tube Rack with Falcon 4x50 mL, 6x15 mL Conical on 7",source,1668.6,1705482048.27488,2024-01-17 18:00:48,H3 of Opentrons 96 Tip Rack 300 µL on 4,B2_S2_T2_RNAseq
"C4 of Opentrons 24 Tube Rack with NEST 2 mL Screwcap on 8",dest,1668.6,1705482048.2749538,2024-01-17 18:00:48,H3 of Opentrons 96 Tip Rack 300 µL on 4,B2_S2_T2_RNAseq
"C4 of Opentrons 24 Tube Rack with NEST 2 mL Screwcap on 8",mix,300,1705482103.655862,2024-01-17 18:01:43,H3 of Opentrons 96 Tip Rack 300 µL on 4,B2_S2_T2_RNAseq
"C4 of Opentrons 24 Tube Rack with NEST 2 mL Screwcap on 8",source,20,1705482119.178788,2024-01-17 18:01:59,H3 of Opentrons 96 Tip Rack 300 µL on 4,B2_S2_T2_96well
"G3 of Corning 96 Well Plate 360 µL Flat on Transportation Unit ver2 on 11",dest,20,1705482119.1788476,2024-01-17 18:01:59,H3 of Opentrons 96 Tip Rack 300 µL on 4,B2_S2_T2_96well
"G3 of Corning 96 Well Plate 360 µL Flat on Transportation Unit ver2 on 11",mix,120,1705482122.2657695,2024-01-17 18:02:02,H3 of Opentrons 96 Tip Rack 300 µL on 4,B2_S2_T2_96well
"G3 of Corning 96 Well Plate 360 µL Flat on Transportation Unit ver2 on 11",source,2,1705482129.5813794,2024-01-17 18:02:09,G2 of Opentrons 96 Tip Rack 20 µL on 5,B2_S2_T2_spotting on Deck6
"E7 of TGC yeast spot assay with microplate 8x12 on 6",dest,2,1705482129.5814402,2024-01-17 18:02:09,G2 of Opentrons 96 Tip Rack 20 µL on 5,B2_S2_T2_spotting on Deck6
"G3 of Corning 96 Well Plate 360 µL Flat on Transportation Unit ver2 on 11",source,2,1705482137.4620247,2024-01-17 18:02:17,G2 of Opentrons 96 Tip Rack 20 µL on 5,B2_S2_T2_spotting on Deck9
"E7 of TGC yeast spot assay with microplate 8x12 on 9",dest,2,1705482137.462086,2024-01-17 18:02:17,G2 of Opentrons 96 Tip Rack 20 µL on 5,B2_S2_T2_spotting on Deck9
"G3 of Corning 96 Well Plate 360 µL Flat on Transportation Unit ver2 on 11",source,2,1705482144.0317109,2024-01-17 18:02:24,G2 of Opentrons 96 Tip Rack 20 µL on 5,B2_S2_T2_edge-spotting on Deck6
"B8 of TGC yeast spot assay with microplate 8x12 on 6",dest,2,1705482144.031773,2024-01-17 18:02:24,G2 of Opentrons 96 Tip Rack 20 µL on 5,B2_S2_T2_edge-spotting on Deck6
"G3 of Corning 96 Well Plate 360 µL Flat on Transportation Unit ver2 on 11",source,2,1705482150.571947,2024-01-17 18:02:30,G2 of Opentrons 96 Tip Rack 20 µL on 5,B2_S2_T2_edge-spotting on Deck9
"B8 of TGC yeast spot assay with microplate 8x12 on 9",dest,2,1705482150.5720103,2024-01-17 18:02:30,G2 of Opentrons 96 Tip Rack 20 µL on 5,B2_S2_T2_edge-spotting on Deck9
"B4 of Opentrons 10 Tube Rack with Falcon 4x50 mL, 6x15 mL Conical on 7",mix,300,1705482199.7840428,2024-01-17 18:03:19,A4 of Opentrons 96 Tip Rack 300 µL on 4,B2_S1_T2_RNAseq
"B4 of Opentrons 10 Tube Rack with Falcon 4x50 mL, 6x15 mL Conical on 7",source,1558.4,1705482241.084716,2024-01-17 18:04:01,A4 of Opentrons 96 Tip Rack 300 µL on 4,B2_S1_T2_RNAseq
"D4 of Opentrons 24 Tube Rack with NEST 2 mL Screwcap on 8",dest,1558.4,1705482241.0847895,2024-01-17 18:04:01,A4 of Opentrons 96 Tip Rack 300 µL on 4,B2_S1_T2_RNAseq
"D4 of Opentrons 24 Tube Rack with NEST 2 mL Screwcap on 8",mix,300,1705482333.1358669,2024-01-17 18:05:33,A4 of Opentrons 96 Tip Rack 300 µL on 4,B2_S1_T2_RNAseq
"D4 of Opentrons 24 Tube Rack with NEST 2 mL Screwcap on 8",source,20,1705482370.7988315,2024-01-17 18:06:10,A4 of Opentrons 96 Tip Rack 300 µL on 4,B2_S1_T2_96well
"H3 of Corning 96 Well Plate 360 µL Flat on Transportation Unit ver2 on 11",dest,20,1705482370.7988932,2024-01-17 18:06:10,A4 of Opentrons 96 Tip Rack 300 µL on 4,B2_S1_T2_96well
"H3 of Corning 96 Well Plate 360 µL Flat on Transportation Unit ver2 on 11",mix,120,1705482374.4159017,2024-01-17 18:06:14,A4 of Opentrons 96 Tip Rack 300 µL on 4,B2_S1_T2_96well
"H3 of Corning 96 Well Plate 360 µL Flat on Transportation Unit ver2 on 11",source,2,1705482390.6514978,2024-01-17 18:06:30,H2 of Opentrons 96 Tip Rack 20 µL on 5,B2_S1_T2_spotting on Deck6
"F7 of TGC yeast spot assay with microplate 8x12 on 6",dest,2,1705482390.6515582,2024-01-17 18:06:30,H2 of Opentrons 96 Tip Rack 20 µL on 5,B2_S1_T2_spotting on Deck6
"H3 of Corning 96 Well Plate 360 µL Flat on Transportation Unit ver2 on 11",source,2,1705482398.5120332,2024-01-17 18:06:38,H2 of Opentrons 96 Tip Rack 20 µL on 5,B2_S1_T2_spotting on Deck9
"F7 of TGC yeast spot assay with microplate 8x12 on 9",dest,2,1705482398.5120964,2024-01-17 18:06:38,H2 of Opentrons 96 Tip Rack 20 µL on 5,B2_S1_T2_spotting on Deck9
"H3 of Corning 96 Well Plate 360 µL Flat on Transportation Unit ver2 on 11",source,2,1705482405.0916536,2024-01-17 18:06:45,H2 of Opentrons 96 Tip Rack 20 µL on 5,B2_S1_T2_edge-spotting on Deck6
"G8 of TGC yeast spot assay with microplate 8x12 on 6",dest,2,1705482405.091716,2024-01-17 18:06:45,H2 of Opentrons 96 Tip Rack 20 µL on 5,B2_S1_T2_edge-spotting on Deck6
"H3 of Corning 96 Well Plate 360 µL Flat on Transportation Unit ver2 on 11",source,2,1705482411.7017448,2024-01-17 18:06:51,H2 of Opentrons 96 Tip Rack 20 µL on 5,B2_S1_T2_edge-spotting on Deck9
"G8 of TGC yeast spot assay with microplate 8x12 on 9",dest,2,1705482411.7018073,2024-01-17 18:06:51,H2 of Opentrons 96 Tip Rack 20 µL on 5,B2_S1_T2_edge-spotting on Deck9
"A4 of Opentrons 10 Tube Rack with Falcon 4x50 mL, 6x15 mL Conical on 7",mix,300,1705482461.1638384,2024-01-17 18:07:41,B4 of Opentrons 96 Tip Rack 300 µL on 4,B1_S4_T3_RNAseq
"A4 of Opentrons 10 Tube Rack with Falcon 4x50 mL, 6x15 mL Conical on 7",source,1714.3,1705482473.1147585,2024-01-17 18:07:53,B4 of Opentrons 96 Tip Rack 300 µL on 4,B1_S4_T3_RNAseq
"A5 of Opentrons 24 Tube Rack with NEST 2 mL Screwcap on 8",dest,1714.3,1705482473.1148348,2024-01-17 18:07:53,B4 of Opentrons 96 Tip Rack 300 µL on 4,B1_S4_T3_RNAseq
"A5 of Opentrons 24 Tube Rack with NEST 2 mL Screwcap on 8",mix,300,1705482516.1456873,2024-01-17 18:08:36,B4 of Opentrons 96 Tip Rack 300 µL on 4,B1_S4_T3_RNAseq
"A5 of Opentrons 24 Tube Rack with NEST 2 mL Screwcap on 8",source,20,1705482524.538817,2024-01-17 18:08:44,B4 of Opentrons 96 Tip Rack 300 µL on 4,B1_S4_T3_96well
"A4 of Corning 96 Well Plate 360 µL Flat on Transportation Unit ver2 on 11",dest,20,1705482524.5388784,2024-01-17 18:08:44,B4 of Opentrons 96 Tip Rack 300 µL on 4,B1_S4_T3_96well
"A4 of Corning 96 Well Plate 360 µL Flat on Transportation Unit ver2 on 11",mix,120,1705482527.6255035,2024-01-17 18:08:47,B4 of Opentrons 96 Tip Rack 300 µL on 4,B1_S4_T3_96well
"A4 of Corning 96 Well Plate 360 µL Flat on Transportation Unit ver2 on 11",source,2,1705482532.3114903,2024-01-17 18:08:52,A3 of Opentrons 96 Tip Rack 20 µL on 5,B1_S4_T3_spotting on Deck6
"C8 of TGC yeast spot assay with microplate 8x12 on 6",dest,2,1705482532.3115516,2024-01-17 18:08:52,A3 of Opentrons 96 Tip Rack 20 µL on 5,B1_S4_T3_spotting on Deck6
"A4 of Corning 96 Well Plate 360 µL Flat on Transportation Unit ver2 on 11",source,2,1705482540.1919832,2024-01-17 18:09:00,A3 of Opentrons 96 Tip Rack 20 µL on 5,B1_S4_T3_spotting on Deck9
"C8 of TGC yeast spot assay with microplate 8x12 on 9",dest,2,1705482540.1920497,2024-01-17 18:09:00,A3 of Opentrons 96 Tip Rack 20 µL on 5,B1_S4_T3_spotting on Deck9
"A4 of Corning 96 Well Plate 360 µL Flat on Transportation Unit ver2 on 11",source,2,1705482546.8717797,2024-01-17 18:09:06,A3 of Opentrons 96 Tip Rack 20 µL on 5,B1_S4_T3_edge-spotting on Deck6
"B9 of TGC yeast spot assay with microplate 8x12 on 6",dest,2,1705482546.8718405,2024-01-17 18:09:06,A3 of Opentrons 96 Tip Rack 20 µL on 5,B1_S4_T3_edge-spotting on Deck6
"A4 of Corning 96 Well Plate 360 µL Flat on Transportation Unit ver2 on 11",source,2,1705482553.5526695,2024-01-17 18:09:13,A3 of Opentrons 96 Tip Rack 20 µL on 5,B1_S4_T3_edge-spotting on Deck9
"B9 of TGC yeast spot assay with microplate 8x12 on 9",dest,2,1705482553.5527308,2024-01-17 18:09:13,A3 of Opentrons 96 Tip Rack 20 µL on 5,B1_S4_T3_edge-spotting on Deck9
"A4 of Opentrons 10 Tube Rack with Falcon 4x50 mL, 6x15 mL Conical on 7",mix,300,1705482602.8745124,2024-01-17 18:10:02,C4 of Opentrons 96 Tip Rack 300 µL on 4,B1_S3_T3_RNAseq
"A4 of Opentrons 10 Tube Rack with Falcon 4x50 mL, 6x15 mL Conical on 7",source,1662.8,1705482616.9647176,2024-01-17 18:10:16,C4 of Opentrons 96 Tip Rack 300 µL on 4,B1_S3_T3_RNAseq
"B5 of Opentrons 24 Tube Rack with NEST 2 mL Screwcap on 8",dest,1662.8,1705482616.9647903,2024-01-17 18:10:16,C4 of Opentrons 96 Tip Rack 300 µL on 4,B1_S3_T3_RNAseq
"B5 of Opentrons 24 Tube Rack with NEST 2 mL Screwcap on 8",mix,300,1705482663.4259672,2024-01-17 18:11:03,C4 of Opentrons 96 Tip Rack 300 µL on 4,B1_S3_T3_RNAseq
"B5 of Opentrons 24 Tube Rack with NEST 2 mL Screwcap on 8",source,20,1705482673.9300797,2024-01-17 18:11:13,C4 of Opentrons 96 Tip Rack 300 µL on 4,B1_S3_T3_96well
"B4 of Corning 96 Well Plate 360 µL Flat on Transportation Unit ver2 on 11",dest,20,1705482673.9301414,2024-01-17 18:11:13,C4 of Opentrons 96 Tip Rack 300 µL on 4,B1_S3_T3_96well
"B4 of Corning 96 Well Plate 360 µL Flat on Transportation Unit ver2 on 11",mix,120,1705482677.0458064,2024-01-17 18:11:17,C4 of Opentrons 96 Tip Rack 300 µL on 4,B1_S3_T3_96well
"B4 of Corning 96 Well Plate 360 µL Flat on Transportation Unit ver2 on 11",source,2,1705482682.4313588,2024-01-17 18:11:22,B3 of Opentrons 96 Tip Rack 20 µL on 5,B1_S3_T3_spotting on Deck6
"D8 of TGC yeast spot assay with microplate 8x12 on 6",dest,2,1705482682.431425,2024-01-17 18:11:22,B3 of Opentrons 96 Tip Rack 20 µL on 5,B1_S3_T3_spotting on Deck6
"B4 of Corning 96 Well Plate 360 µL Flat on Transportation Unit ver2 on 11",source,2,1705482690.4021082,2024-01-17 18:11:30,B3 of Opentrons 96 Tip Rack 20 µL on 5,B1_S3_T3_spotting on Deck9
"D8 of TGC yeast spot assay with microplate 8x12 on 9",dest,2,1705482690.4021697,2024-01-17 18:11:30,B3 of Opentrons 96 Tip Rack 20 µL on 5,B1_S3_T3_spotting on Deck9
"B4 of Corning 96 Well Plate 360 µL Flat on Transportation Unit ver2 on 11",source,2,1705482697.0825717,2024-01-17 18:11:37,B3 of Opentrons 96 Tip Rack 20 µL on 5,B1_S3_T3_edge-spotting on Deck6
"G9 of TGC yeast spot assay with microplate 8x12 on 6",dest,2,1705482697.0826337,2024-01-17 18:11:37,B3 of Opentrons 96 Tip Rack 20 µL on 5,B1_S3_T3_edge-spotting on Deck6
"B4 of Corning 96 Well Plate 360 µL Flat on Transportation Unit ver2 on 11",source,2,1705482703.8421094,2024-01-17 18:11:43,B3 of Opentrons 96 Tip Rack 20 µL on 5,B1_S3_T3_edge-spotting on Deck9
"G9 of TGC yeast spot assay with microplate 8x12 on 9",dest,2,1705482703.8421745,2024-01-17 18:11:43,B3 of Opentrons 96 Tip Rack 20 µL on 5,B1_S3_T3_edge-spotting on Deck9
"A4 of Opentrons 10 Tube Rack with Falcon 4x50 mL, 6x15 mL Conical on 7",mix,300,1705482753.5436234,2024-01-17 18:12:33,D4 of Opentrons 96 Tip Rack 300 µL on 4,B1_S2_T3_RNAseq
"A4 of Opentrons 10 Tube Rack with Falcon 4x50 mL, 6x15 mL Conical on 7",source,1662.8,1705482772.694766,2024-01-17 18:12:52,D4 of Opentrons 96 Tip Rack 300 µL on 4,B1_S2_T3_RNAseq
"C5 of Opentrons 24 Tube Rack with NEST 2 mL Screwcap on 8",dest,1662.8,1705482772.6948407,2024-01-17 18:12:52,D4 of Opentrons 96 Tip Rack 300 µL on 4,B1_S2_T3_RNAseq
"C5 of Opentrons 24 Tube Rack with NEST 2 mL Screwcap on 8",mix,300,1705482828.5157597,2024-01-17 18:13:48,D4 of Opentrons 96 Tip Rack 300 µL on 4,B1_S2_T3_RNAseq
"C5 of Opentrons 24 Tube Rack with NEST 2 mL Screwcap on 8",source,20,1705482844.038424,2024-01-17 18:14:04,D4 of Opentrons 96 Tip Rack 300 µL on 4,B1_S2_T3_96well
"C4 of Corning 96 Well Plate 360 µL Flat on Transportation Unit ver2 on 11",dest,20,1705482844.0384848,2024-01-17 18:14:04,D4 of Opentrons 96 Tip Rack 300 µL on 4,B1_S2_T3_96well
"C4 of Corning 96 Well Plate 360 µL Flat on Transportation Unit ver2 on 11",mix,120,1705482847.2259278,2024-01-17 18:14:07,D4 of Opentrons 96 Tip Rack 300 µL on 4,B1_S2_T3_96well
"C4 of Corning 96 Well Plate 360 µL Flat on Transportation Unit ver2 on 11",source,2,1705482854.5418286,2024-01-17 18:14:14,C3 of Opentrons 96 Tip Rack 20 µL on 5,B1_S2_T3_spotting on Deck6
"E8 of TGC yeast spot assay with microplate 8x12 on 6",dest,2,1705482854.5418913,2024-01-17 18:14:14,C3 of Opentrons 96 Tip Rack 20 µL on 5,B1_S2_T3_spotting on Deck6
"C4 of Corning 96 Well Plate 360 µL Flat on Transportation Unit ver2 on 11",source,2,1705482862.481855,2024-01-17 18:14:22,C3 of Opentrons 96 Tip Rack 20 µL on 5,B1_S2_T3_spotting on Deck9
"E8 of TGC yeast spot assay with microplate 8x12 on 9",dest,2,1705482862.481917,2024-01-17 18:14:22,C3 of Opentrons 96 Tip Rack 20 µL on 5,B1_S2_T3_spotting on Deck9
"C4 of Corning 96 Well Plate 360 µL Flat on Transportation Unit ver2 on 11",source,2,1705482869.1617138,2024-01-17 18:14:29,C3 of Opentrons 96 Tip Rack 20 µL on 5,B1_S2_T3_edge-spotting on Deck6
"B10 of TGC yeast spot assay with microplate 8x12 on 6",dest,2,1705482869.161775,2024-01-17 18:14:29,C3 of Opentrons 96 Tip Rack 20 µL on 5,B1_S2_T3_edge-spotting on Deck6
"C4 of Corning 96 Well Plate 360 µL Flat on Transportation Unit ver2 on 11",source,2,1705482875.823847,2024-01-17 18:14:35,C3 of Opentrons 96 Tip Rack 20 µL on 5,B1_S2_T3_edge-spotting on Deck9
"B10 of TGC yeast spot assay with microplate 8x12 on 9",dest,2,1705482875.8239105,2024-01-17 18:14:35,C3 of Opentrons 96 Tip Rack 20 µL on 5,B1_S2_T3_edge-spotting on Deck9
"A4 of Opentrons 10 Tube Rack with Falcon 4x50 mL, 6x15 mL Conical on 7",mix,300,1705482925.1939092,2024-01-17 18:15:25,E4 of Opentrons 96 Tip Rack 300 µL on 4,B1_S1_T3_RNAseq
"A4 of Opentrons 10 Tube Rack with Falcon 4x50 mL, 6x15 mL Conical on 7",source,1664.7,1705482966.4948416,2024-01-17 18:16:06,E4 of Opentrons 96 Tip Rack 300 µL on 4,B1_S1_T3_RNAseq
"D5 of Opentrons 24 Tube Rack with NEST 2 mL Screwcap on 8",dest,1664.7,1705482966.4949148,2024-01-17 18:16:06,E4 of Opentrons 96 Tip Rack 300 µL on 4,B1_S1_T3_RNAseq
"D5 of Opentrons 24 Tube Rack with NEST 2 mL Screwcap on 8",mix,300,1705483063.4357605,2024-01-17 18:17:43,E4 of Opentrons 96 Tip Rack 300 µL on 4,B1_S1_T3_RNAseq
"D5 of Opentrons 24 Tube Rack with NEST 2 mL Screwcap on 8",source,20,1705483101.098447,2024-01-17 18:18:21,E4 of Opentrons 96 Tip Rack 300 µL on 4,B1_S1_T3_96well
"D4 of Corning 96 Well Plate 360 µL Flat on Transportation Unit ver2 on 11",dest,20,1705483101.0985107,2024-01-17 18:18:21,E4 of Opentrons 96 Tip Rack 300 µL on 4,B1_S1_T3_96well
